cluster_id,n_nodes,n_seed,sum_kzt_internal,top_gids,hypothesis
0,277,1,31227334.24,"[100000002398779100, 100000000437046100, 100000002957787100, 100000005910114100, 100000008686313100]",Узлов с достижимостью от 2+ seed: 174 (максимальный охват: 5); независимость маршрутов не проверена.
1,270,1,10178044.0,"[100000002578405100, 100000002527114100, 100000001697501100, 100000001166289100, 100000002733905100]",Есть кандидаты на веерное распределение: 3 узл.
2,158,1,32434270.59,"[100000003071930100, 100000008710791100, 100000008489922100, 100000008752616100, 100000002838861100]",Узлов с достижимостью от 2+ seed: 87 (максимальный охват: 7); независимость маршрутов не проверена.
3,146,3,19519090.0,"[100000008165763100, 100000003684369100, 100000007908818100, 100000000596954100, 100000001346560100]",Узлов с достижимостью от 2+ seed: 120 (максимальный охват: 8); независимость маршрутов не проверена.
4,127,7,18414962.28,"[100000001530983100, 100000007777377100, 100000003016635100, 100000005660203100, 100000006518161100]",Узлов с достижимостью от 2+ seed: 98 (максимальный охват: 6); независимость маршрутов не проверена.
5,126,0,24907250.33,"[100000000331309100, 100000006889963100, 100000006734214100, 100000003035737100, 100000000332284100]",Узлов с достижимостью от 2+ seed: 115 (максимальный охват: 9); независимость маршрутов не проверена.
6,106,0,11794744.0,"[100000008603629100, 100000001857829100, 100000005048668100, 100000000413678100, 100000004679953100]",Узлов с достижимостью от 2+ seed: 35 (максимальный охват: 5); независимость маршрутов не проверена.
7,61,0,4350466.67,"[100000005704413100, 100000005578559100, 100000005473151100, 100000008104567100, 100000004569484100]",Узлов с достижимостью от 2+ seed: 37 (максимальный охват: 3); независимость маршрутов не проверена.
8,61,3,8902320.0,"[100000004015047100, 100000001616816100, 100000006788200100, 100000006994985100, 100000002692750100]",Узлов с достижимостью от 2+ seed: 14 (максимальный охват: 8); независимость маршрутов не проверена.
9,60,0,15020787.0,"[100000008512827100, 100000005514161100, 100000001282143100, 100000001584286100, 100000002443664100]",Узлов с достижимостью от 2+ seed: 32 (максимальный охват: 6); независимость маршрутов не проверена.
10,56,1,10014014.02,"[100000005782781100, 100000002894076100, 100000003158727100, 100000005778283100, 100000002921047100]",Узлов с достижимостью от 2+ seed: 9 (максимальный охват: 7); независимость маршрутов не проверена.
11,54,1,6244622.0,"[100000003115284100, 100000002941114100, 100000008730846100, 100000000343175100, 100000003809101100]",Узлов с достижимостью от 2+ seed: 38 (максимальный охват: 9); независимость маршрутов не проверена.
12,53,1,2993313.0,"[100000001899164100, 100000003265158100, 100000007242833100, 100000002193259100, 100000004386258100]",Узлов с достижимостью от 2+ seed: 21 (максимальный охват: 5); независимость маршрутов не проверена.
13,52,5,4171441.0,"[100000008346837100, 100000005074393100, 100000008733194100, 100000005882013100, 100000006424479100]",Узлов с достижимостью от 2+ seed: 46 (максимальный охват: 7); независимость маршрутов не проверена.
14,44,0,10215968.84,"[100000001937767100, 100000004159526100, 100000005933757100, 100000002605308100, 100000002132479100]",Узлов с достижимостью от 2+ seed: 12 (максимальный охват: 5); независимость маршрутов не проверена.
15,41,3,4888834.28,"[100000004156082100, 100000005339662100, 100000004820260100, 100000000076451100, 100000004816564100]",Узлов с достижимостью от 2+ seed: 34 (максимальный охват: 4); независимость маршрутов не проверена.
16,41,0,5151924.19,"[100000003242289100, 100000006225798100, 100000008512552100, 100000008413748100, 100000003178549100]",Узлов с достижимостью от 2+ seed: 7 (максимальный охват: 3); независимость маршрутов не проверена.
17,30,1,6513430.0,"[100000008546855100, 100000006274203100, 100000007594394100, 100000001049200100, 100000003854444100]",Узлов с достижимостью от 2+ seed: 6 (максимальный охват: 4); независимость маршрутов не проверена.
18,29,0,446070.0,"[100000008460102100, 100000001164648100, 100000004891562100, 100000006491963100, 100000002706810100]",Узлов с достижимостью от 2+ seed: 1 (максимальный охват: 3); независимость маршрутов не проверена.
19,26,14,2289450.0,"[100000005382566100, 100000004041163100, 100000004403675100, 100000008254069100, 100000005386383100]",Узлов с достижимостью от 2+ seed: 16 (максимальный охват: 11); независимость маршрутов не проверена.
20,25,0,5089597.0,"[100000005527892100, 100000000724540100, 100000008343874100, 100000008624978100, 100000006977207100]",Узлов с достижимостью от 2+ seed: 9 (максимальный охват: 4); независимость маршрутов не проверена.
21,25,0,7556605.0,"[100000008743913100, 100000008758168100, 100000001141268100, 100000008710843100, 100000002748532100]",Узлов с достижимостью от 2+ seed: 17 (максимальный охват: 6); независимость маршрутов не проверена.
22,20,0,617900.0,"[100000001427082100, 100000003154105100, 100000000723383100, 100000002448088100, 100000002185328100]",Узлов с достижимостью от 2+ seed: 7 (максимальный охват: 2); независимость маршрутов не проверена.
23,18,0,3422800.0,"[100000003701161100, 100000002267998100, 100000003718221100, 100000008137435100, 100000001063678100]",Узлов с достижимостью от 2+ seed: 10 (максимальный охват: 3); независимость маршрутов не проверена.
24,17,1,21586840.0,"[100000002224132100, 100000000594783100, 100000004603109100, 100000004892144100, 100000001965374100]",Узлов с достижимостью от 2+ seed: 5 (максимальный охват: 2); независимость маршрутов не проверена.
25,17,1,2977887.0,"[100000002731501100, 100000004160650100, 100000004007116100, 100000003616818100, 100000008774237100]","Больше кандидатов на консолидацию, чем на распределение: 5 против 2."
